,Address1,Address2,price,postal,street,lats,lons,codes
557,#504 -637 LAKE SHORE BLVD,"Toronto, Ontario M5V3J6",1228000.0,M5V 3J6,637 lake shore blvd,43.63517685,-79.4023421606991,"{'place_id': 105509058, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 22952571, 'boundingbox': ['43.634767', '43.6355735', '-79.4025885', '-79.4014396'], 'lat': '43.63517685', 'lon': '-79.4023421606991', 'display_name': 'Tip Top Lofts, 637, Lake Shore Boulevard West, Fort York, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1A4, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.7726514353057294}"
558,25B GIVINS ST,"Toronto, Ontario M6J2X5",1749900.0,M6J 2X5,25b givins st,43.6454837,-79.4176953,"{'place_id': 4444486, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 66233037, 'boundingbox': ['43.6454337', '43.6455337', '-79.4177453', '-79.4176453'], 'lat': '43.6454837', 'lon': '-79.4176953', 'display_name': '25, Givins Street, Ossington, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6J 1R3, Canada', 'class': 'place', 'type': 'house', 'importance': 0.501}"
559,#259 -31 TIPPETT RD,"Toronto, Ontario M3H0C8",599000.0,M3H 0C8,31 tippett rd,43.7345345,-79.447206,"{'place_id': 111103345, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 37094189, 'boundingbox': ['43.7345345', '43.7346378', '-79.4472446', '-79.447206'], 'lat': '43.7345345', 'lon': '-79.447206', 'display_name': 'Tippett Road, Winston Park, York Centre, North York, Toronto, Golden Horseshoe, Ontario, M3H 2Z1, Canada', 'class': 'highway', 'type': 'secondary', 'importance': 0.5}"
560,#4303 -16 HARBOUR ST,"Toronto, Ontario M5J2Z7",1570850.0,M5J 2Z7,16 harbour st,43.6408572,-79.3813761,"{'place_id': 106221035, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 24603868, 'boundingbox': ['43.640706', '43.6409862', '-79.3822138', '-79.3806772'], 'lat': '43.6408572', 'lon': '-79.3813761', 'display_name': 'Harbour Street, Harbourfront, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5J 0E1, Canada', 'class': 'highway', 'type': 'primary', 'importance': 0.6}"
561,#1509 -438 RICHMOND ST,"Toronto, Ontario M5V3S6",2250000.0,M5V 3S6,438 richmond st,43.648098649999994,-79.39674350924224,"{'place_id': 110325601, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 34316235, 'boundingbox': ['43.6479123', '43.6482978', '-79.3971492', '-79.3963534'], 'lat': '43.648098649999994', 'lon': '-79.39674350924224', 'display_name': 'The Morgan, 438, Richmond Street West, Queen West, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 2L4, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.611}"
562,#3826 -5 SHEPPARD AVE E,"Toronto, Ontario M2N0G4",989000.0,M2N 0G4,5 sheppard ave e,43.76132275,-79.40994976466115,"{'place_id': 225911690, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 613933547, 'boundingbox': ['43.7610677', '43.7615212', '-79.4102884', '-79.4095836'], 'lat': '43.76132275', 'lon': '-79.40994976466115', 'display_name': '5, Sheppard Avenue East, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 0G3, Canada', 'class': 'office', 'type': 'yes', 'importance': 0.711}"
563,#711W -36 LISGAR ST,"Toronto, Ontario M6J0C7",529000.0,M6J 0C7,36 lisgar st,43.64153145,-79.42336380365559,"{'place_id': 166023995, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 261804490, 'boundingbox': ['43.6411982', '43.6420781', '-79.4238281', '-79.422986'], 'lat': '43.64153145', 'lon': '-79.42336380365559', 'display_name': '36, Lisgar Street, Davenport, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6J 3S7, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.611}"
564,#1801 -100 ANTIBES DR,"Toronto, Ontario M2R3N1",659900.0,M2R 3N1,100 antibes dr,43.78044915,-79.44700529986994,"{'place_id': 109252225, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 31368474, 'boundingbox': ['43.7803239', '43.7805829', '-79.4473588', '-79.4466511'], 'lat': '43.78044915', 'lon': '-79.44700529986994', 'display_name': '100, Antibes Drive, York Centre, North York, Toronto, Golden Horseshoe, Ontario, M2R 3K2, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.611}"
565,#202 -20 JOE SHUSTER WAY,"Toronto, Ontario M6K0A3",539000.0,M6K 0A3,20 joe shuster way,43.6401487,-79.4238567,"{'place_id': 67096171, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 6097088538, 'boundingbox': ['43.6400987', '43.6401987', '-79.4239067', '-79.4238067'], 'lat': '43.6401487', 'lon': '-79.4238567', 'display_name': 'Fuzion Convenience, 20, Joe Shuster Way, Liberty Village, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6K 0C1, Canada', 'class': 'shop', 'type': 'convenience', 'importance': 0.711, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons//shopping_convenience.p.20.png'}"
566,#1908 -89 MCGILL ST,"Toronto, Ontario M5B1H5",936000.0,M5B 1H5,89 mcgill st,43.6606121,-79.3785633,"{'place_id': 80997854, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 7781397438, 'boundingbox': ['43.6605621', '43.6606621', '-79.3786133', '-79.3785133'], 'lat': '43.6606121', 'lon': '-79.3785633', 'display_name': '89, McGill Street, Garden District, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5B 2A2, Canada', 'class': 'place', 'type': 'house', 'importance': 0.611}"
567,#419 -5 HANNA AVE,"Toronto, Ontario M6K0B3",699000.0,M6K 0B3,5 hanna ave,43.63737535,-79.41833894922632,"{'place_id': 158911106, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 233810387, 'boundingbox': ['43.6370717', '43.6376866', '-79.4190043', '-79.4180804'], 'lat': '43.63737535', 'lon': '-79.41833894922632', 'display_name': 'Liberty Market Lofts, 5, Hanna Avenue, Liberty Village, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6K 0B3, Canada', 'class': 'building', 'type': 'residential', 'importance': 0.611}"
568,#1603 -92 KING ST,"Toronto, Ontario M5C2V8",499900.0,M5C 2V8,92 king st,43.70533839230769,-79.51647876153845,"{'place_id': 6418398, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 72382612, 'boundingbox': ['43.705288392308', '43.705388392308', '-79.516528761538', '-79.516428761538'], 'lat': '43.70533839230769', 'lon': '-79.51647876153845', 'display_name': '92, King Street, Weston, York South—Weston, York, Toronto, Golden Horseshoe, Ontario, M3L 1A1, Canada', 'class': 'place', 'type': 'house', 'importance': 0.611}"
569,#PH01 -75 GRAYDON HALL DR,"Toronto, Ontario M3A3M5",684000.0,M3A 3M5,75 graydon hall dr,43.7642805,-79.34410743482142,"{'place_id': 109302000, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 31620342, 'boundingbox': ['43.764061', '43.764475', '-79.344377', '-79.343793'], 'lat': '43.7642805', 'lon': '-79.34410743482142', 'display_name': '75, Graydon Hall Drive, York Heights, Don Valley East, North York, Toronto, Golden Horseshoe, Ontario, M3A 3A6, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.711}"
570,#1609 -880 GRANDVIEW WAY,"Toronto, Ontario M2N7B2",568000.0,M2N 7B2,880 grandview way,43.775214250000005,-79.41234128172451,"{'place_id': 110493368, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 34975562, 'boundingbox': ['43.7749547', '43.7754682', '-79.4125778', '-79.4121398'], 'lat': '43.775214250000005', 'lon': '-79.41234128172451', 'display_name': '880, Grandview Way, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 7B2, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.611}"
571,#1203 -20 JOE SHUSTER  WAY,"Toronto, Ontario M6K0A3",539990.0,M6K 0A3,20 joe shuster  way,43.6401487,-79.4238567,"{'place_id': 67096171, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 6097088538, 'boundingbox': ['43.6400987', '43.6401987', '-79.4239067', '-79.4238067'], 'lat': '43.6401487', 'lon': '-79.4238567', 'display_name': 'Fuzion Convenience, 20, Joe Shuster Way, Liberty Village, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6K 0C1, Canada', 'class': 'shop', 'type': 'convenience', 'importance': 0.711, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons//shopping_convenience.p.20.png'}"
572,#2309 -2285 LAKESHORE BLVD W,"Toronto, Ontario M8V3X9",529000.0,M8V 3X9,2285 lakeshore blvd w,,,
573,#205 -110 MARINE PARADE DR,"Toronto, Ontario M8V0B6",1335000.0,M8V 0B6,110 marine parade dr,43.62526545,-79.47787155398512,"{'place_id': 232578518, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 659599072, 'boundingbox': ['43.6250818', '43.6254447', '-79.478294', '-79.4775035'], 'lat': '43.62526545', 'lon': '-79.47787155398512', 'display_name': 'Riva Del Lago Condominiums, 110, Marine Parade Drive, Etobicoke—Lakeshore, Etobicoke, Toronto, Golden Horseshoe, Ontario, M8V 1A2, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.711}"
574,#1009 -220 VICTORIA ST,"Toronto, Ontario M5B2R6",679800.0,M5B 2R6,220 victoria st,43.65488543478261,-79.3791214347826,"{'place_id': 41279400, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 401029267, 'boundingbox': ['43.654835434783', '43.654935434783', '-79.379171434783', '-79.379071434783'], 'lat': '43.65488543478261', 'lon': '-79.3791214347826', 'display_name': '220, Victoria Street, Downtown Yonge, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5B 1T8, Canada', 'class': 'place', 'type': 'house', 'importance': 0.611}"
575,#2103 -210 VICTORIA ST,"Toronto, Ontario M5B2R3",689900.0,M5B 2R3,210 victoria st,43.6537896,-79.3785303,"{'place_id': 202993431, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 458503768, 'boundingbox': ['43.6526773', '43.6543237', '-79.3787539', '-79.3780648'], 'lat': '43.6537896', 'lon': '-79.3785303', 'display_name': 'Victoria Street, Garden District, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5C 2M6, Canada', 'class': 'highway', 'type': 'tertiary', 'importance': 0.6}"
576,#918 -20 EDGECLIFF GFWY,"Toronto, Ontario M3C3A4",499999.0,M3C 3A4,20 edgecliff gfwy,,,
577,#1011 -15 BRUYERES MEWS,"Toronto, Ontario M5V0A7",639000.0,M5V 0A7,15 bruyeres mews,43.6373046,-79.4004642,"{'place_id': 175879999, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 311030155, 'boundingbox': ['43.6373046', '43.6374038', '-79.40136', '-79.4000285'], 'lat': '43.6373046', 'lon': '-79.4004642', 'display_name': 'Bruyeres Mews, Fort York, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 0G7, Canada', 'class': 'highway', 'type': 'residential', 'importance': 0.6}"
578,#1305 -36 BLUE JAYS WAY,"Toronto, Ontario M5V3T3",888888.0,M5V 3T3,36 blue jays way,43.6449168,-79.391987,"{'place_id': 41581429, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 401220056, 'boundingbox': ['43.6448668', '43.6449668', '-79.392037', '-79.391937'], 'lat': '43.6449168', 'lon': '-79.391987', 'display_name': '36, Blue Jays Way, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1J6, Canada', 'class': 'place', 'type': 'house', 'importance': 0.711}"
579,#2503 -1 BEDFORD RD,"Toronto, Ontario M5R2B5",3295000.0,M5R 2B5,1 bedford rd,43.66850995,-79.39693969818396,"{'place_id': 97667296, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 7975096, 'boundingbox': ['43.6681843', '43.6688327', '-79.3974976', '-79.3965988'], 'lat': '43.66850995', 'lon': '-79.39693969818396', 'display_name': 'One Bedford, 1, Bedford Road, Bloor Street Culture Corridor, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5S 1V4, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.611}"
580,#1004 -80 WESTERN BATTERY RD,"Toronto, Ontario M6K3S1",649990.0,M6K 3S1,80 western battery rd,43.63961405,-79.41455130088241,"{'place_id': 157706234, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 229484541, 'boundingbox': ['43.6392302', '43.6399529', '-79.4149814', '-79.4143095'], 'lat': '43.63961405', 'lon': '-79.41455130088241', 'display_name': '80, Western Battery Road, Liberty Village, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6K 3R9, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.611}"
581,#512 -88 GRANDVIEW WAY,"Toronto, Ontario M2N6V6",1138000.0,M2N 6V6,88 grandview way,43.77464285,-79.41220533983518,"{'place_id': 110506547, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 34975563, 'boundingbox': ['43.774286', '43.7748018', '-79.4124056', '-79.4119547'], 'lat': '43.77464285', 'lon': '-79.41220533983518', 'display_name': '88, Grandview Way, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 7B2, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.611}"
582,#611 -75 EMMETT  AVE,"Toronto, Ontario M6M5A7",699000.0,M6M 5A7,75 emmett  ave,43.6871835,-79.50477725485196,"{'place_id': 109272529, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 31560591, 'boundingbox': ['43.686862', '43.687497', '-79.505319', '-79.504187'], 'lat': '43.6871835', 'lon': '-79.50477725485196', 'display_name': '75, Emmett Avenue, York South—Weston, York, Toronto, Golden Horseshoe, Ontario, M6M 2E6, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.611}"
583,#758 -313 RICHMOND ST E,"Toronto, Ontario M5A4S7",625000.0,M5A 4S7,313 richmond st e,43.6531434,-79.36936053349929,"{'place_id': 136281465, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 151179642, 'boundingbox': ['43.653009', '43.6532673', '-79.3695847', '-79.3691368'], 'lat': '43.6531434', 'lon': '-79.36936053349929', 'display_name': '313, Richmond Street East, Moss Park, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5A 4T7, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.711}"
584,#2903 -183 WELLINGTON ST W,"Toronto, Ontario M5V0A1",2450000.0,M5V 0A1,183 wellington st w,43.6462477,-79.3847971,"{'place_id': 209591704, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 496548132, 'boundingbox': ['43.6462305', '43.6462477', '-79.3848766', '-79.3847971'], 'lat': '43.6462477', 'lon': '-79.3847971', 'display_name': 'Wellington Street West, Entertainment District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5J 1T1, Canada', 'class': 'highway', 'type': 'tertiary', 'importance': 0.7000000000000001}"
585,#610 -308 PALMERSTON AVE,"Toronto, Ontario M6J3X9",729900.0,M6J 3X9,308 palmerston ave,43.655854,-79.4101161,"{'place_id': 204389474, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 465607510, 'boundingbox': ['43.655527', '43.6559657', '-79.4101605', '-79.4099852'], 'lat': '43.655854', 'lon': '-79.4101161', 'display_name': 'Palmerston Avenue, Little Italy, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M6J 2J3, Canada', 'class': 'highway', 'type': 'residential', 'importance': 0.6}"
586,#802 -4673 JANE ST,"Toronto, Ontario M3N2K9",199000.0,M3N 2K9,4673 jane st,43.77017,-79.51999369434805,"{'place_id': 232642163, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 659973778, 'boundingbox': ['43.769945', '43.77041', '-79.520167', '-79.519845'], 'lat': '43.77017', 'lon': '-79.51999369434805', 'display_name': '4673, Jane Street, Humber River—Black Creek, North York, Toronto, Golden Horseshoe, Ontario, M3N 2S6, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.611}"
587,#966 -60 ANN O'REILLY RD,"Toronto, Ontario M2J0C8",595000.0,M2J 0C8,60 ann o'reilly rd,43.7740401,-79.3291279,"{'place_id': 203084792, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 459124936, 'boundingbox': ['43.7739918', '43.774138', '-79.3304004', '-79.3286347'], 'lat': '43.7740401', 'lon': '-79.3291279', 'display_name': ""Ann O'Reilly Road, Atria, North York, Toronto, Golden Horseshoe, Ontario, M2J 4Y1, Canada"", 'class': 'highway', 'type': 'service', 'importance': 0.675}"
588,## 908 -25 SILVER SPRINGS BLVD,"Toronto, Ontario M1V1M9",499000.0,M1V 1M9,25 silver springs blvd,43.800113499999995,-79.30577578510274,"{'place_id': 109299084, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 31618592, 'boundingbox': ['43.799795', '43.800445', '-79.306049', '-79.305508'], 'lat': '43.800113499999995', 'lon': '-79.30577578510274', 'display_name': ""25, Silver Springs Boulevard, L'Amoreaux, Scarborough—Agincourt, Scarborough, Toronto, Golden Horseshoe, Ontario, M1V 1S4, Canada"", 'class': 'place', 'type': 'house', 'importance': 0.611}"
589,#702 -110 CHARLES ST E,"Toronto, Ontario M4Y1T5",988000.0,M4Y 1T5,110 charles st e,43.6701236,-79.38033042539504,"{'place_id': 320905991, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 240317043, 'boundingbox': ['43.6699406', '43.6703059', '-79.380524', '-79.3801366'], 'lat': '43.6701236', 'lon': '-79.38033042539504', 'display_name': 'X Condominium, 110, Charles Street East, Yorkville, University—Rosedale, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 1T2, Canada', 'class': 'building', 'type': 'residential', 'importance': 0.9752698587495281}"
590,#305 -1 LEASIDE PARK DR,"Toronto, Ontario M4H1R1",499900.0,M4H 1R1,1 leaside park dr,43.7026579,-79.35158634999999,"{'place_id': 108095365, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 28937122, 'boundingbox': ['43.7023306', '43.7029852', '-79.3520092', '-79.3511635'], 'lat': '43.7026579', 'lon': '-79.35158634999999', 'display_name': '1, Leaside Park Drive, Thorncliffe Park, Don Valley West, East York, Toronto, Golden Horseshoe, Ontario, M4H 1R1, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.711}"
591,#2117 -1 MASSEY SQ,"Toronto, Ontario M4C5L4",379900.0,M4C 5L4,1 massey sq,43.696417,-79.2941612348178,"{'place_id': 109470753, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 31961704, 'boundingbox': ['43.696012', '43.696851', '-79.294455', '-79.293849'], 'lat': '43.696417', 'lon': '-79.2941612348178', 'display_name': '1, Massey Square, Crescent Town, Beaches—East York, East York, Toronto, Golden Horseshoe, Ontario, M4C 5M9, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.611}"
592,#507 -5580 SHEPPARD AVE E,"Toronto, Ontario M1B2L3",575000.0,M1B 2L3,5580 sheppard ave e,43.7946,-79.2373097967434,"{'place_id': 110041886, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 33542823, 'boundingbox': ['43.794328', '43.79492', '-79.237949', '-79.237027'], 'lat': '43.7946', 'lon': '-79.2373097967434', 'display_name': '5580, Sheppard Avenue East, Scarborough North, Scarborough, Toronto, Golden Horseshoe, Ontario, M1B 5Z6, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.711}"
593,#909 -1048 BROADVIEW AVE,"Toronto, Ontario M4K2B8",965000.0,M4K 2B8,1048 broadview ave,43.6851857,-79.3567489,"{'place_id': 6551361, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 804609537, 'boundingbox': ['43.6851357', '43.6852357', '-79.3567989', '-79.3566989'], 'lat': '43.6851857', 'lon': '-79.3567489', 'display_name': '1048, Broadview Avenue, Broadview North, Toronto—Danforth, East York, Toronto, Golden Horseshoe, Ontario, M4K 2S5, Canada', 'class': 'place', 'type': 'house', 'importance': 0.611}"
594,#2910 -88 BLUE JAYS WAY,"Toronto, Ontario",498000.0,nta rio,88 blue jays way,43.645594483870966,-79.39226277419355,"{'place_id': 41586470, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 401220500, 'boundingbox': ['43.645544483871', '43.645644483871', '-79.392312774194', '-79.392212774194'], 'lat': '43.645594483870966', 'lon': '-79.39226277419355', 'display_name': '88, Lane South King West Blue Jays Way, Fashion District, Spadina—Fort York, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5V 1K1, Canada', 'class': 'place', 'type': 'house', 'importance': 0.711}"
595,#709 -28 EMPRESS AVE,"Toronto, Ontario M2N6Z7",739900.0,M2N 6Z7,28 empress ave,43.7699627,-79.41176256476935,"{'place_id': 110490556, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 34976578, 'boundingbox': ['43.7696636', '43.7702813', '-79.4119987', '-79.4114989'], 'lat': '43.7699627', 'lon': '-79.41176256476935', 'display_name': '28, Empress Avenue, Willowdale, North York, Toronto, Golden Horseshoe, Ontario, M2N 6Z7, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.611}"
596,#3008 -95 MCMAHON DR,"Toronto, Ontario",1031900.0,nta rio,95 mcmahon dr,43.7670795,-79.3723823,"{'place_id': 203096773, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 459127945, 'boundingbox': ['43.7668173', '43.7680254', '-79.3744824', '-79.3713711'], 'lat': '43.7670795', 'lon': '-79.3723823', 'display_name': 'McMahon Drive, Concord Park Place, Don Valley North, North York, Toronto, Golden Horseshoe, Ontario, M2K 1C2, Canada', 'class': 'highway', 'type': 'residential', 'importance': 0.6}"
597,#1301 -36 FOREST MANOR RD,"Toronto, Ontario M2J1M5",639000.0,M2J 1M5,36 forest manor rd,43.77164508916562,-79.34445254484817,"{'place_id': 8129052, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 75974049, 'boundingbox': ['43.771595089166', '43.771695089166', '-79.344502544848', '-79.344402544848'], 'lat': '43.77164508916562', 'lon': '-79.34445254484817', 'display_name': '36, Forest Manor Road, Parkway Forest, Don Valley North, North York, Toronto, Golden Horseshoe, Ontario, M2J 1M4, Canada', 'class': 'place', 'type': 'house', 'importance': 0.611}"
598,#1166 -313 RICHMOND ST E,"Toronto, Ontario M5A4S7",875000.0,M5A 4S7,313 richmond st e,43.6531434,-79.36936053349929,"{'place_id': 136281465, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 151179642, 'boundingbox': ['43.653009', '43.6532673', '-79.3695847', '-79.3691368'], 'lat': '43.6531434', 'lon': '-79.36936053349929', 'display_name': '313, Richmond Street East, Moss Park, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M5A 4T7, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.711}"
599,#1212 -11 WELLESLEY ST W,"Toronto, Ontario M4Y1E8",539900.0,M4Y 1E8,11 wellesley st w,43.664635,-79.385478,"{'place_id': 48133454, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4036605597, 'boundingbox': ['43.664585', '43.664685', '-79.385528', '-79.385428'], 'lat': '43.664635', 'lon': '-79.385478', 'display_name': '11, Wellesley Street West, Church-Wellesley Village, Toronto Centre, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4Y 1E7, Canada', 'class': 'place', 'type': 'house', 'importance': 0.711}"
600,#101 -1 FALAISE RD,"Toronto, Ontario M1E0B9",489900.0,M1E 0B9,1 falaise rd,43.7726629,-79.1903001,"{'place_id': 110985943, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 36859214, 'boundingbox': ['43.7713779', '43.7736333', '-79.1907155', '-79.1898194'], 'lat': '43.7726629', 'lon': '-79.1903001', 'display_name': 'Falaise Road, West Hill, Scarborough—Guildwood, Scarborough, Toronto, Golden Horseshoe, Ontario, M1E 3G3, Canada', 'class': 'highway', 'type': 'residential', 'importance': 0.6}"
601,#901 -1990 BLOOR ST W,"Toronto, Ontario M6P0B6",799900.0,M6P 0B6,1990 bloor st w,43.653104549999995,-79.46903751509619,"{'place_id': 216872066, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 547950647, 'boundingbox': ['43.6528486', '43.6533217', '-79.4693123', '-79.4688311'], 'lat': '43.653104549999995', 'lon': '-79.46903751509619', 'display_name': '1990, Bloor Street West, High Park North, Parkdale—High Park, Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada', 'class': 'building', 'type': 'apartments', 'importance': 0.711}"
