Address1,Address2,propertyID,listingID,propertyType,price,leasePrice,buildingType,neighbourhood,bathrooms,bedrooms,communityFeatures,nearbyAmenities,storeys,walkscore,transitscore,machineryIncluded,rentalEquipment,parkingType,majorBusinessType,minorBusinessType,totalUnits,landSize,zoningType,interiorFloorSpace,exteriorBuildingSize,franchise,buildingAmenities,buildingStyle,basementDevelopment,notificationUpdate,anchor,retailStorefront,clearCeilingHeight,hasphoto,photos,multimediaFeatures,listingVideoType,city,province,soldData,hasAlternateFeatureSheet,hasOpenHouse,hasVirtualOpenHouse,hasCMHCFTHBBanner,hasTDpreApprovalIcon,hasActiveVirtualOpenHouse,Property Type,Building Type,Community Name,Title,Annual Property Taxes,Parking Type,Time on REALTOR.ca,Above Grade,Total,Features,Building Amenities,Cooling,Heating Type,Exterior Finish,Pool Type,Community Features,Amenities Nearby,Maintenance Fees,Maintenance Management Company,Total Parking Spaces,rooms_info
#2603 -18 YORKVILLE AVE,"Toronto, Ontario M4W3Y8",23838685,C5436728,SingleFamily,1745000.00,,Apartment,,2,2,,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,40,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Annex,Condominium/Strata,"$6,428.83 (CAD)","Underground, Visitor Parking",3 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,"Park, Public Transit, Schools","$1,158.33 (CAD) Monthly",Firstservice Residential 416-964-6939,2,"{'Main level': {'Foyer': '2.53 m x 1.72 m', 'Kitchen': '5.12 m x 2.73 m', 'Living room': '6.31 m x 6.11 m', 'Dining room': '6.31 m x 6.11 m', 'Primary Bedroom': '3.76 m x 3.76 m'}, 'Lower level': {'Bedroom 2': '3.73 m x 2.99 m'}}"
#1501 -609 AVENUE RD,"Toronto, Ontario M4V2K3",23825878,C5432420,SingleFamily,659000.00,,Apartment,,2,2,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,26,Video,Matterport,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Yonge-St. Clair,Condominium/Strata,"$2,429.07 (CAD)",Underground,6 days,1,2,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,,,,$381.62 (CAD) Monthly,First Service Property Management,,"{'Flat': {'Living room': '6.1 m x 3.12 m', 'Dining room': '6.1 m x 3.12 m', 'Kitchen': '6.1 m x 3.12 m', 'Primary Bedroom': '3.35 m x 2.74 m', 'Den': '2.72 m x 2.06 m'}}"
#1003 -20 BLUE JAYS WAY,"Toronto, Ontario M5V3W6",23802895,C5424638,SingleFamily,649000.00,,Apartment,,1,2,,PublicTransit,,,,,,Underground,,,,,,,,,"Security/Concierge,Sauna,ExerciseCentre,RecreationCentre",,,no,,,,yes,16,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$2,236.31 (CAD)",Underground,16 days,1,1,Balcony,"Security/Concierge, Sauna, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",,,Public Transit,$461.27 (CAD) Monthly,Crossbridge,,"{'Main level': {'Living room': '5.51 m x 3.07 m', 'Dining room': '5.51 m x 3.07 m', 'Kitchen': '3.74 m x 3.35 m', 'Bedroom': '3.68 m x 3.02 m', 'Den': '2.64 m x 1.85 m'}}"
#707 -1883 MCNICOLL AVE,"Toronto, Ontario M1V5M3",23789758,E5420161,SingleFamily,618000.00,,Apartment,,2,2,CommunityCentre,"Hospital,Park,PublicTransit,Schools",,,,,,Underground,,,,,,,,,"PartyRoom,Security/Concierge,ExerciseCentre,RecreationCentre",,,no,,,,yes,40,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Steeles,Condominium/Strata,"$1,778.05 (CAD)",Underground,19 days,2,2,,"Party Room, Security/Concierge, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Brick,Indoor pool,Community Centre,"Hospital, Park, Public Transit, Schools",$596.39 (CAD) Monthly,Del Property Management,1,"{'Flat': {'Living room': '6.04 m x 3.04 m', 'Dining room': '2.84 m x 2.75 m', 'Kitchen': '4.02 m x 2.39 m', 'Primary Bedroom': '3.54 m x 2.84 m', 'Bedroom 2': '2.74 m x 2.41 m'}}"
#1217 -1 MASSEY SQ E,"Toronto, Ontario M4C5L4",23838138,E5436436,SingleFamily,399999.00,,Apartment,,1,2,CommunityCentre,"Hospital,Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"PartyRoom,Security/Concierge",,,no,,,,yes,25,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Crescent Town,Condominium/Strata,$743.64 (CAD),"Underground, Visitor Parking",3 days,1,1,Balcony,"Party Room, Security/Concierge",,Radiant heat (Electric),"Brick, Concrete",,Community Centre,"Hospital, Park, Public Transit, Schools",$556.51 (CAD) Monthly,York Condominium Corp,,"{'Flat': {'Living room': '6.85 m x 3.46 m', 'Dining room': '3.46 m x 2.43 m', 'Kitchen': '3.46 m x 2.4 m', 'Bedroom': '4.71 m x 3.34 m', 'Solarium': '3.2 m x 5.2 m'}}"
#934 -505 RICHMOND ST W,"Toronto, Ontario M5V1Y3",23816627,C5429127,SingleFamily,698800.00,,Apartment,,1,1,,,,,,,,,,,,,,,,,,,,no,,,,yes,12,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$2,602.72 (CAD)",,11 days,1,1,Balcony,,Central air conditioning,Forced air (Natural gas),Brick,,,,$338.03 (CAD) Monthly,Icc Property Management,,"{'Main level': {'Living room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Bedroom': 'Measurements not available'}}"
#2815 -30 GRAND TRUNK CRES,"Toronto, Ontario M5J3A4",23780662,C5417316,SingleFamily,729000.00,,Apartment,,1,2,,"Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,ExerciseCentre",,,no,,,,yes,20,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$2,650.76 (CAD)","Underground, Visitor Parking",23 days,1,1,Balcony,"Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,"Park, Public Transit",$682.05 (CAD) Monthly,Icon Property Management 416-519-8374,1,"{'Second level': {'Bedroom': '4.73 m x 3.05 m'}, 'Flat': {'Kitchen': '2.67 m x 2.53 m', 'Living room': '3.45 m x 3.2 m', 'Dining room': '3.45 m x 3.2 m', 'Den': '3.35 m x 3.13 m'}}"
#709 -10 DELISLE AVE,"Toronto, Ontario M4V3C6",23812607,C5427732,SingleFamily,729900.00,,Apartment,,1,2,,,,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre,RecreationCentre",,,no,,,,yes,32,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Yonge-St. Clair,Condominium/Strata,"$3,030.62 (CAD)",Underground,12 days,1,1,Balcony,"Storage - Locker, Security/Concierge, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,,$749.74 (CAD) Monthly,Del Property Management,1,"{'Flat': {'Living room': '6.34 m x 3.81 m', 'Dining room': '6.34 m x 3.81 m', 'Den': '2.74 m x 2.44 m', 'Primary Bedroom': '3.66 m x 3.05 m', 'Kitchen': '2.44 m x 2.44 m'}}"
#4609 -14 YORK ST,"Toronto, Ontario M5J2Z2",23810559,C5427290,SingleFamily,629000.00,,Apartment,,1,2,,,,,,,,,,,,,,,,,,,,no,,,,yes,40,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$2,725.10 (CAD)",,12 days,1,1,Balcony,,Central air conditioning,Forced air (Natural gas),Concrete,,,,$360.88 (CAD) Monthly,Duka Property Management Inc: 416-607-5571,,"{'Flat': {'Living room': '4.85 m x 3.22 m', 'Kitchen': '4.85 m x 3.22 m', 'Bedroom': '3.25 m x 2.74 m', 'Den': '0.9 m x 2.24 m'}}"
#601 -88 GRANDVIEW WAY,"Toronto, Ontario M2N6V6",23832603,C5434602,SingleFamily,678000.00,,Apartment,,2,2,,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,PartyRoom,Sauna,Security/Concierge,ExerciseCentre",,,no,,,,yes,15,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Willowdale East,Condominium/Strata,"$2,444.05 (CAD)","Underground, Visitor Parking",4 days,2,2,,"Storage - Locker, Party Room, Sauna, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Brick,,,"Park, Public Transit, Schools",$632 (CAD) Monthly,Del Property Management,1,"{'Flat': {'Living room': '5.27 m x 3.12 m', 'Dining room': '3.25 m x 3.26 m', 'Kitchen': '2.77 m x 2.41 m', 'Primary Bedroom': '4.6 m x 3.1 m', 'Bedroom 2': '3.27 m x 2.75 m'}}"
#911 -170 BAYVIEW AVE,"Toronto, Ontario M5A0M4",23781932,C5417579,SingleFamily,549000.00,,Apartment,,1,1,CommunityCentre,"Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,14,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C8,Condominium/Strata,"$1,475.68 (CAD)","Underground, Visitor Parking",23 days,1,1,,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,,Concrete,Outdoor pool,Community Centre,"Park, Public Transit",$335.25 (CAD) Monthly,Crossbridge Condominium Services 416-304-0077,,{}
#1025 -270 WELLINGTON ST W,"Toronto, Ontario M5V3P5",23820858,C5430686,SingleFamily,550000.00,,Apartment,,1,1,,"Park,PublicTransit",,,,,,VisitorParking,,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,15,Video,Youtube,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$1,961.35 (CAD)",Visitor Parking,9 days,1,1,Balcony,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,"Park, Public Transit",$567.74 (CAD) Monthly,Wilson Blanchard Management,,"{'Main level': {'Living room': '4.42 m x 3.2 m', 'Dining room': '4 m x 3.47 m', 'Kitchen': '4 m x 3.47 m', 'Primary Bedroom': '3.69 m x 3.05 m'}}"
#1201 -8 SCOLLARD ST,"Toronto, Ontario M5R1M2",23818615,C5429845,SingleFamily,636000.00,,Apartment,,1,1,CommunityCentre,"Park,PublicTransit,Schools",,,,,,,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,Sauna,ExerciseCentre",,,no,,,,yes,27,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Annex,Condominium/Strata,"$2,211.86 (CAD)",,10 days,1,1,Balcony,"Storage - Locker, Security/Concierge, Party Room, Sauna, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,Community Centre,"Park, Public Transit, Schools",$448.87 (CAD) Monthly,St George Property Management,,"{'Flat': {'Living room': '4.37 m x 3.05 m', 'Dining room': '4.37 m x 3.05 m', 'Kitchen': '2.74 m x 2.74 m', 'Primary Bedroom': '2.9 m x 3.66 m'}}"
#4803 -10 YORK ST,"Toronto, Ontario M5J2Z2",23799250,C5423387,SingleFamily,1450000.00,,Apartment,,3,3,,"Hospital,Marina,PublicTransit",,,,,,Underground,,,,,,,,,"Storage-Locker,PartyRoom,Sauna,Security/Concierge,ExerciseCentre",,,no,,,,yes,4,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$6,147 (CAD)",Underground,17 days,2,3,Balcony,"Storage - Locker, Party Room, Sauna, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,"Hospital, Marina, Public Transit",$763.83 (CAD) Monthly,Del Property Management Inc.,1,"{'Flat': {'Dining room': '7 m x 3.4 m', 'Kitchen': '7 m x 3.4 m', 'Living room': '7 m x 4.85 m', 'Bedroom': '3.7 m x 3.45 m', 'Bedroom 2': '3.95 m x 2.85 m', 'Den': '2.4 m x 2.2 m'}}"
#612 -90 QUEENS WHARF RD,"Toronto, Ontario M5V0J4",23841215,C5437690,SingleFamily,629900.00,,Apartment,,1,1,CommunityCentre,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,ExerciseCentre",,,no,,,,yes,23,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$1,765.83 (CAD)","Underground, Visitor Parking",2 days,1,1,Balcony,"Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,Community Centre,"Park, Public Transit, Schools",$335.69 (CAD) Monthly,Crossbridge Property Management,,"{'Flat': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Primary Bedroom': 'Measurements not available'}}"
#101 -2150 LAWRENCE AVE E,"Toronto, Ontario M1R3A7",23814354,E5428437,SingleFamily,599900.00,,Apartment,,2,3,,"Hospital,Park,PublicTransit,Schools",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre,RecreationCentre",,,no,,,,yes,29,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Dorset Park,Condominium/Strata,"$2,757.12 (CAD)",Underground,11 days,3,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Brick,,,"Hospital, Park, Public Transit, Schools",$631.88 (CAD) Monthly,First Service Residential,1,"{'Flat': {'Living room': '5.79 m x 4 m', 'Dining room': '5.79 m x 4 m', 'Kitchen': '2.7 m x 2.5 m', 'Bedroom': '4.27 m x 2.44 m', 'Bedroom 2': '3.4 m x 3.05 m', 'Bedroom 3': '3.02 m x 2.74 m'}}"
#716 -576 FRONT ST W,"Toronto, Ontario M5V1C1",23795122,C5421909,SingleFamily,439000.00,,Apartment,,1,0,,PublicTransit,,,,,,"Underground,VisitorParking",,,,,,,,,"ExerciseCentre,RecreationCentre",,,no,,,,yes,11,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$1,277.02 (CAD)","Underground, Visitor Parking",18 days,,1,Balcony,"Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Concrete,Outdoor pool,,Public Transit,$207 (CAD) Monthly,First Service Residential,,"{'Main level': {'Bedroom': 'Measurements not available', 'Living room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Laundry room': 'Measurements not available', 'Foyer': 'Measurements not available'}}"
#301 -40 GLEN RD,"Toronto, Ontario M4W2V1",23808080,C5426318,SingleFamily,1059000.00,,Apartment,,2,3,PetsnotAllowed,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,Storage-Locker,,,no,,,,yes,16,"Video,Brochure",,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Rosedale-Moore Park,Shares in Co-operative,$0 (CAD),"Underground, Visitor Parking",13 days,2,2,Balcony,Storage - Locker,Wall unit,Hot water radiator heat (Natural gas),Brick,,Pets not Allowed,"Park, Public Transit, Schools","$1,463 (CAD) Monthly",Royal Grande (416)945-7902,1,{}
#507 -15 LEGION  RD,"Toronto, Ontario M8V0A9",23811853,W5427510,SingleFamily,765000.00,,Apartment,,2,2,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,28,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Mimico,Condominium/Strata,"$2,389.06 (CAD)",Underground,12 days,2,2,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,,,,$697.84 (CAD) Monthly,Royal York Property Management,1,"{'Flat': {'Living room': '6.55 m x 3.1 m', 'Kitchen': '2.43 m x 2.96 m', 'Bedroom': '4.31 m x 3 m', 'Bedroom 2': '4.02 m x 3.35 m'}}"
#109 -1791 ST CLAIR AVE W,"Toronto, Ontario M6N1J6",23766408,W5412339,SingleFamily,1032000.00,,Row/Townhouse,,3,3,CommunityCentre,"PublicTransit,Schools",2,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre,RecreationCentre",,,no,,,,yes,8,"Brochure,Photos",,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Row / Townhouse,Weston-Pellam Park,Condominium/Strata,$0 (CAD),Underground,27 days,2,3,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre, Recreation Centre",Central air conditioning,,"Brick, Concrete",,Community Centre,"Public Transit, Schools",$708.50 (CAD) Monthly,Tbd,1,"{'Main level': {'Kitchen': '3.24 m x 1.96 m', 'Living room': '3.24 m x 1.96 m'}, 'Second level': {'Primary Bedroom': '3.18 m x 3.35 m', 'Bedroom 2': '3.28 m x 3.05 m', 'Den': '2.31 m x 2.74 m'}}"
#3 -199 HIGH PARK AVE,"Toronto, Ontario M6P2S5",23835432,W5435574,SingleFamily,720000.00,,Apartment,,2,2,,,2,,,,,DetachedGarage,,,,,,,,,,,,no,,,,yes,40,"Video,Photos",Matterport,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,High Park North,Undivided Co-ownership,"$2,894 (CAD)",Detached Garage,4 days,2,2,,,Wall unit,Radiant heat (Electric),Brick,,,,$750 (CAD) Monthly,Self-Managed,1,"{'Main level': {'Living room': '6.12 m x 5.28 m', 'Kitchen': '2.97 m x 3.38 m', 'Primary Bedroom': '3.2 m x 3.35 m', 'Bathroom': '1.91 m x 1.65 m', 'Other': '1.98 m x 5.66 m', 'Bedroom 2': '3.05 m x 3.07 m', 'Laundry room': '2.62 m x 0.86 m'}}"
#410 -3560 ST CLAIR AVE E,"Toronto, Ontario M1K2A7",23764461,E5411979,SingleFamily,499900.00,,Apartment,,1,2,,PublicTransit,,,,,,Underground,,,,,,,,,"Storage-Locker,PartyRoom,ExerciseCentre",,,no,,,,yes,31,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Kennedy Park,Condominium/Strata,"$1,655.18 (CAD)",Underground,28 days,1,1,Balcony,"Storage - Locker, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Brick,,,Public Transit,$428.63 (CAD) Monthly,First Service Residential 416 293-5900,1,"{'Main level': {'Living room': '4.62 m x 3.4 m', 'Dining room': '4.62 m x 3.4 m', 'Kitchen': '3.55 m x 2.69 m', 'Primary Bedroom': '3.3 m x 2.94 m', 'Den': '1.75 m x 1.62 m'}}"
#1001 -1603 EGLINTON AVE W,"Toronto, Ontario M6E0A1",23764956,C5412176,SingleFamily,799000.00,,Apartment,,2,3,,,,,,,,Underground,,,,,,,,,"Security/Concierge,ExerciseCentre",,,no,,,,yes,23,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Oakwood-Vaughan,Condominium/Strata,"$2,850 (CAD)",Underground,28 days,2,2,Balcony,"Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",,,,$577.50 (CAD) Monthly,Crossbridge,1,"{'Main level': {'Living room': '3.18 m x 7.3 m', 'Kitchen': '3.18 m x 7.3 m', 'Bedroom': '3.05 m x 3.65 m', 'Bedroom 2': '3.05 m x 3.05 m', 'Den': 'Measurements not available', 'Laundry room': 'Measurements not available'}}"
362 DUNDAS ST E,"Toronto, Ontario M5A2A3",23822032,C5430942,SingleFamily,739000.00,,Apartment,,2,2,,"Park,PublicTransit",,,,,,,,,,,,,,,,,,no,,,,yes,19,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Moss Park,Condominium/Strata,"$2,199.65 (CAD)",,9 days,2,2,"Wooded area, Balcony",,Central air conditioning,Forced air (Natural gas),Brick,,,"Park, Public Transit",$356.32 (CAD) Monthly,Peer Property Management Ltd. 416-960-0144,1,"{'Lower level': {'Primary Bedroom': '3.63 m x 4.3 m', 'Bedroom 2': '3.6 m x 2.47 m'}, 'Upper Level': {'Living room': '3.38 m x 4.66 m', 'Dining room': '2.44 m x 2.74 m', 'Kitchen': '2.53 m x 2.56 m'}}"
#409 -111 BATHURST ST,"Toronto, Ontario M5H0A6",23806951,C5426063,SingleFamily,584900.00,,Apartment,,1,1,,,,,,,,,,,,,,,,,Security/Concierge,,,no,,,,yes,7,"Video,FloorPlan",Realvision,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$1,814.70 (CAD)",,13 days,1,1,,Security/Concierge,Central air conditioning,Forced air (Natural gas),"Brick, Concrete",,,,$283.27 (CAD) Monthly,Goldview Property Management,,"{'Flat': {'Living room': '4.7 m x 4.1 m', 'Dining room': '4.7 m x 4.1 m', 'Kitchen': '4.7 m x 4.1 m', 'Primary Bedroom': '3.2 m x 2.8 m'}}"
150 EAST LIBERTY ST,"Toronto, Ontario M6K3R5",23828474,C5433244,Parking,50000.00,,Parking,,0,0,PetsnotAllowed,,,,,,,Underground,,,,,,,,,,,,no,,,,yes,1,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Parking,Parking,Niagara,Condominium/Strata,$136.52 (CAD),Underground,6 days,,0,,,,Forced air (Electric),Concrete,,Pets not Allowed,,$35.26 (CAD) Monthly,Del Property Management,1,{}
#LPH08 -21 NELSON ST,"Toronto, Ontario M5V3H9",23839339,C5436876,SingleFamily,999900.00,,Apartment,,2,2,,"Hospital,Park,PublicTransit",2,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,Sauna,ExerciseCentre",,,no,,,,yes,40,"Video,FloorPlan",iGuide,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$3,794.39 (CAD)",Underground,2 days,1,2,Balcony,"Storage - Locker, Security/Concierge, Sauna, Exercise Centre",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",Indoor pool,,"Hospital, Park, Public Transit",$958.20 (CAD) Monthly,Maple Ridge Community Property Management,2,"{'Main level': {'Living room': '3.8 m x 6 m', 'Dining room': '2.7 m x 2.7 m', 'Kitchen': '2.56 m x 3.5 m'}, 'Second level': {'Bedroom': '6.5 m x 4.1 m', 'Den': '3.37 m x 2.75 m'}}"
#428 -1900 BAYVIEW AVE,"Toronto, Ontario M4G0A6",23836152,C5436010,SingleFamily,900000.00,,Apartment,,2,2,CommunityCentre,"Hospital,Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,Sauna,ExerciseCentre",,,no,,,,yes,40,Video,Youtube,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Bridle Path-Sunnybrook-York Mills,Condominium/Strata,"$3,086.83 (CAD)","Underground, Visitor Parking",3 days,2,2,,"Storage - Locker, Security/Concierge, Party Room, Sauna, Exercise Centre",Central air conditioning,Forced air (Natural gas),Brick,Indoor pool,Community Centre,"Hospital, Park, Public Transit, Schools",$883 (CAD) Monthly,Del Property Management Inc.,2,"{'Main level': {'Kitchen': '4.65 m x 3.11 m', 'Dining room': '6.06 m x 3.33 m', 'Living room': '6.25 m x 3.34 m', 'Primary Bedroom': '4.09 m x 3.35 m', 'Bedroom 2': '4.1 m x 2.96 m'}}"
#602 -2 EDITH DR,"Toronto, Ontario M4R2H7",23838098,C5436560,SingleFamily,888000.00,,Apartment,,2,2,CommunityCentre,"Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre,RecreationCentre",,,no,,,,yes,20,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Yonge-Eglinton,Condominium/Strata,"$3,158.93 (CAD)","Underground, Visitor Parking",3 days,2,2,,"Storage - Locker, Security/Concierge, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Brick,,Community Centre,"Park, Public Transit",$912.04 (CAD) Monthly,360 Community Management,1,"{'Ground level': {'Living room': '4.27 m x 3.35 m', 'Dining room': '3.72 m x 3.47 m', 'Kitchen': '3.63 m x 3.27 m', 'Bedroom': '3.72 m x 3.1 m', 'Bedroom 2': '3.05 m x 2.95 m'}}"
#328 -25 LOWER SIMCOE ST,"Toronto, Ontario M5J3A1",23758317,C5409774,SingleFamily,649900.00,,Apartment,,1,1,,,,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,36,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$2,150.76 (CAD)","Underground, Visitor Parking",31 days,1,1,Balcony,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,,$477.74 (CAD) Monthly,Icon Property Managment 647-341-6755,,"{'Main level': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Bedroom': 'Measurements not available'}}"
#1101 -362 THE EAST MALL RD,"Toronto, Ontario M9B6C4",23834775,W5435256,SingleFamily,499900.00,,Apartment,,2,3,,,,,,,,Underground,,,,,,,,,,,,no,,,,yes,28,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Islington-City Centre West,Condominium/Strata,"$1,478.65 (CAD)",Underground,4 days,2,2,Balcony,,Central air conditioning,Forced air (Natural gas),Brick,,,,$878.96 (CAD) Monthly,Gpm Property Management 416-622-1570,1,"{'Main level': {'Living room': '6.14 m x 5.79 m', 'Dining room': '6.14 m x 5.79 m', 'Kitchen': '3.96 m x 3.35 m', 'Den': '3.91 m x 2.64 m', 'Primary Bedroom': '5.18 m x 3.2 m', 'Bedroom 2': '4.11 m x 2.92 m', 'Laundry room': '1.65 m x 1.78 m', 'Utility room': '1.7 m x 1.32 m'}}"
#207 -25 RICHMOND ST E,"Toronto, Ontario M5C0A6",23814302,C5428429,SingleFamily,799999.00,,Apartment,,1,2,,"Hospital,Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,15,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,$0 (CAD),"Underground, Visitor Parking",11 days,1,1,Balcony,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Outdoor pool,,"Hospital, Park, Public Transit, Schools",$416.77 (CAD) Monthly,Forest Hill Kipling Residential Management,,"{'Flat': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Primary Bedroom': 'Measurements not available', 'Den': 'Measurements not available'}}"
