Address1,Address2,propertyID,listingID,propertyType,price,leasePrice,buildingType,neighbourhood,bathrooms,bedrooms,communityFeatures,nearbyAmenities,storeys,walkscore,transitscore,machineryIncluded,rentalEquipment,parkingType,majorBusinessType,minorBusinessType,totalUnits,landSize,zoningType,interiorFloorSpace,exteriorBuildingSize,franchise,buildingAmenities,buildingStyle,basementDevelopment,notificationUpdate,anchor,retailStorefront,clearCeilingHeight,hasphoto,photos,multimediaFeatures,listingVideoType,city,province,soldData,hasAlternateFeatureSheet,hasOpenHouse,hasVirtualOpenHouse,hasCMHCFTHBBanner,hasTDpreApprovalIcon,hasActiveVirtualOpenHouse,Property Type,Building Type,Community Name,Title,Annual Property Taxes,Parking Type,Time on REALTOR.ca,Above Grade,Total,Features,Building Amenities,Cooling,Heating Type,Exterior Finish,Pool Type,Community Features,Amenities Nearby,Maintenance Fees,Maintenance Management Company,Total Parking Spaces,rooms_info
#804 -105 VICTORIA ST,"Toronto, Ontario M5C3B4",23825155,C5432197,SingleFamily,549900.00,,Apartment,,1,1,,PublicTransit,,,,,,Underground,,,,,,,,,RecreationCentre,,,no,,,,yes,27,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,"$1,820.82 (CAD)",Underground,6 days,1,1,Balcony,Recreation Centre,Central air conditioning,Forced air (Natural gas),Concrete,,,Public Transit,$409.71 (CAD) Monthly,Icon Property Management,,"{'Flat': {'Living room': '5.7 m x 3.05 m', 'Dining room': '5.7 m x 3.05 m', 'Kitchen': '2.8 m x 2.1 m', 'Primary Bedroom': '3.66 m x 3.05 m'}}"
#LPH05 -50 WELLESLEY ST E,"Toronto, Ontario M4Y1G2",23829229,C5433682,SingleFamily,1305900.00,,Apartment,,3,2,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,28,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,$0 (CAD),Underground,4 days,2,3,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Concrete,,,,$713.41 (CAD) Monthly,First Service Residential,1,"{'Flat': {'Living room': '6.13 m x 3.26 m', 'Dining room': '6.13 m x 3.26 m', 'Kitchen': '4.14 m x 2.31 m', 'Primary Bedroom': '3.9 m x 2.98 m', 'Bedroom 2': '3.65 m x 3.35 m'}}"
#1720W -36 LISGAR ST,"Toronto, Ontario M6J3G2",23833728,C5435161,SingleFamily,524000.00,,Apartment,,2,1,,,,,,,,Underground,,,,,,,,,,,,no,,,,yes,18,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Little Portugal,Condominium/Strata,"$1,912.47 (CAD)",Underground,3 days,1,2,Balcony,,Central air conditioning,Forced air (Natural gas),Concrete,,,,$535.45 (CAD) Monthly,Del Property Management,1,{}
#1018 -119 MERTON ST,"Toronto, Ontario M4S1A7",23833698,C5435010,SingleFamily,699900.00,,Apartment,,2,2,,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"CarWash,PartyRoom,RecreationCentre",,,no,,,,yes,40,Video,Youtube,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Mount Pleasant West,Condominium/Strata,"$2,290.87 (CAD)","Underground, Visitor Parking",3 days,1,2,"Wooded area, Conservation/green belt, Balcony","Car Wash, Party Room, Recreation Centre",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",,,"Park, Public Transit, Schools",$545.93 (CAD) Monthly,Icc Property Management Ltd.,1,"{'Main level': {'Living room': '5.26 m x 3.41 m', 'Dining room': '5.26 m x 3.41 m', 'Kitchen': '2.45 m x 1.73 m'}, 'Second level': {'Primary Bedroom': '5.19 m x 3.41 m', 'Den': '5.19 m x 3.41 m'}}"
#602 -2 EDITH DR,"Toronto, Ontario M4R2H7",23838098,C5436560,SingleFamily,888000.00,,Apartment,,2,2,CommunityCentre,"Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre,RecreationCentre",,,no,,,,yes,20,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Yonge-Eglinton,Condominium/Strata,"$3,158.93 (CAD)","Underground, Visitor Parking",2 days,2,2,,"Storage - Locker, Security/Concierge, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Brick,,Community Centre,"Park, Public Transit",$912.04 (CAD) Monthly,360 Community Management,1,"{'Ground level': {'Living room': '4.27 m x 3.35 m', 'Dining room': '3.72 m x 3.47 m', 'Kitchen': '3.63 m x 3.27 m', 'Bedroom': '3.72 m x 3.1 m', 'Bedroom 2': '3.05 m x 2.95 m'}}"
#PH 1411 -120 ST PATRICK ST,"Toronto, Ontario M5T2X7",23833723,C5435133,SingleFamily,469900.00,,Apartment,,1,1,,,,,,,,Underground,,,,,,,,,"PartyRoom,Sauna,Security/Concierge,ExerciseCentre,RecreationCentre",,,no,,,,yes,29,Video,Youtube,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Kensington-Chinatown,Condominium/Strata,"$1,668.06 (CAD)",Underground,3 days,1,1,Balcony,"Party Room, Sauna, Security/Concierge, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Concrete,Outdoor pool,,,$556.57 (CAD) Monthly,Del Property Management,,{}
#430W -775 KING ST W,"Toronto, Ontario M5V2K3",23841164,C5437525,SingleFamily,809000.00,,Apartment,,1,2,CommunityCentre,"Hospital,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,37,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$2,761.78 (CAD)","Underground, Visitor Parking",1 day,1,1,,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),,,Community Centre,"Hospital, Public Transit, Schools",$412 (CAD) Monthly,Goldview Property Management,1,"{'Main level': {'Living room': '6.24 m x 5.66 m', 'Dining room': '2.92 m x 2.59 m', 'Kitchen': '3.2 m x 2.59 m', 'Primary Bedroom': '3.5 m x 3.2 m', 'Den': '3.2 m x 2.74 m'}}"
1022 2756 OLD LESLIE Street,"North York, Ontario M2K0E2",23835015,H4121925,SingleFamily,579900.00,,Apartment,,2,2,,"Hospital,PublicTransit,Schools",1,,,,None,Underground,,,,0x0,,966sqft,966sqft,,"ExerciseCentre,PartyRoom",,,no,,,,yes,30,no,,NorthYork,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,,Condominium,"$2,810.66 (CAD)",Underground,3 days,1,2,"Park setting, Park/reserve, Balcony, Carpet Free, No Driveway","Exercise Centre, Party Room",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",Indoor pool,,"Hospital, Public Transit, Schools",$720.25 (CAD) Monthly,,1,"{'Ground level': {'Laundry room': 'Measurements not available', '3pc Bathroom': 'Measurements not available', '4pc Bathroom': 'Measurements not available', 'Additional bedroom': '2.39 m x 2.57 m', 'Primary Bedroom': '4.29 m x 3.33 m', 'Living room': '3.12 m x 2.72 m', 'Dining room': '3.81 m x 5.28 m', 'Kitchen': '1.5 m x 4.57 m'}}"
#1611 -101 ERSKINE AVE,"Toronto, Ontario M4P1Y5",23841185,C5437611,SingleFamily,568880.00,,Apartment,,1,1,,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,ExerciseCentre,RecreationCentre",,,no,,,,yes,15,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Mount Pleasant West,Condominium/Strata,"$2,016.34 (CAD)","Underground, Visitor Parking",1 day,1,1,Balcony,"Security/Concierge, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,"Park, Public Transit, Schools",$296.75 (CAD) Monthly,Percel Property Management,,"{'Main level': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Primary Bedroom': 'Measurements not available', 'Study': 'Measurements not available'}}"
#1207 -5 PARKWAY FOREST DR,"Toronto, Ontario M2J1L2",23834601,C5435290,SingleFamily,549000.00,,Apartment,,1,3,,,,,,,,Underground,,,,,,,,,,,,no,,,,yes,30,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Henry Farm,Condominium/Strata,"$1,313.68 (CAD)",Underground,3 days,2,1,Balcony,,Window air conditioner,Baseboard heaters (Electric),Brick,,,,$674.85 (CAD) Monthly,Tech Lasi Management Service Tel 416-491-4441,1,"{'Main level': {'Living room': '6.02 m x 3.17 m', 'Dining room': '2.74 m x 2.68 m', 'Kitchen': '3.33 m x 2.28 m', 'Den': '4.28 m x 2.7 m', 'Primary Bedroom': '4.27 m x 3.13 m', 'Bedroom 2': '4.18 m x 2.59 m'}}"
#535 -22 EAST HAVEN DR,"Toronto, Ontario M1N0B4",23827011,E5432679,SingleFamily,579900.00,,Apartment,,2,3,,,,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre,RecreationCentre",,,no,,,,yes,10,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Guildwood,Condominium/Strata,"$1,802.49 (CAD)","Underground, Visitor Parking",5 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",,,,$618.56 (CAD) Monthly,Duka Property Mangement,1,{}
#721 -68 ABELL ST,"Toronto, Ontario M6J0B1",23831904,C5434392,SingleFamily,649900.00,,Apartment,,2,2,,,,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,19,Video,Matterport,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Little Portugal,Condominium/Strata,"$1,889.06 (CAD)","Underground, Visitor Parking",4 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Brick,,,,$575.65 (CAD) Monthly,Kindle Management Inc.,1,"{'Main level': {'Foyer': '1.28 m x 2.68 m', 'Bathroom': '1.83 m x 1.52 m', 'Bedroom 2': '2.74 m x 3.05 m', 'Dining room': '2.44 m x 3.66 m', 'Kitchen': '3.05 m x 3.28 m', 'Library': '3.05 m x 3.28 m', 'Primary Bedroom': '3.35 m x 3.05 m'}}"
#1112 -80 ST PATRICK ST,"Toronto, Ontario M5T2X6",23841925,C5437900,SingleFamily,459000.00,,Apartment,,1,1,CommunityCentre,"Hospital,Park,PublicTransit,Schools",,,,,,Underground,,,,,,,,,"PartyRoom,Sauna,Security/Concierge,ExerciseCentre",,,no,,,,yes,36,"Video,Brochure,Photos",,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Kensington-Chinatown,Condominium/Strata,"$1,613.08 (CAD)",Underground,17 hours,1,1,Balcony,"Party Room, Sauna, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",Outdoor pool,Community Centre,"Hospital, Park, Public Transit, Schools",$510.07 (CAD) Monthly,Del Property Management,,"{'Main level': {'Living room': '3.9 m x 4.24 m', 'Dining room': '3.9 m x 4.24 m', 'Kitchen': '1.8 m x 2.23 m', 'Bedroom': '3.32 m x 3.15 m', 'Bathroom': '1.65 m x 1.48 m'}}"
40 TAMARACK Circle,"Toronto, Ontario M9P3T9",23829001,H4121799,SingleFamily,798800.00,,Row/Townhouse,,3,3,,,2,,,,WaterHeater,AttachedGarage,,,,x|under1/2acre,,1490sqft,1490sqft,,,Attached,,no,,,,yes,35,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Row / Townhouse,,Condominium,"$3,457.87 (CAD)",Attached Garage,4 days,3,3,"Double width or more driveway, Paved driveway",,Central air conditioning,Forced air (Natural gas),Brick,,,,$538.14 (CAD) Monthly,,4,"{'Second level': {'3pc Ensuite bath': 'Measurements not available', '4pc Bathroom': 'Measurements not available', 'Bedroom': '3.53 m x 3.61 m', 'Primary Bedroom': '5.18 m x 3.66 m'}, 'Basement': {'Laundry room': 'Measurements not available', 'Recreation room': '4.88 m x 3.66 m'}, 'Ground level': {'Office': '3.66 m x 2.92 m', '2pc Bathroom': 'Measurements not available', 'Eat in kitchen': '3.18 m x 3.71 m', 'Living room/Dining room': '5.74 m x 5.18 m'}}"
#37 -636 EVANS AVE,"Toronto, Ontario M8W2W6",23831378,W5434274,SingleFamily,959999.00,,Row/Townhouse,,3,3,,"Hospital,Park,PublicTransit,Schools",3,,,,,"Underground,VisitorParking",,,,,,,,,,,,no,,,,yes,23,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Row / Townhouse,Alderwood,Condominium/Strata,"$3,220.42 (CAD)","Underground, Visitor Parking",4 days,3,3,Cul-de-sac,,Central air conditioning,Forced air (Natural gas),"Brick, Stone",,,"Hospital, Park, Public Transit, Schools",$335.04 (CAD) Monthly,Icc Property Management  Ltd,1,"{'Main level': {'Living room': '3.81 m x 5.51 m', 'Dining room': '3.81 m x 5.51 m', 'Kitchen': '2.43 m x 3.35 m'}, 'Second level': {'Bedroom 2': '3.63 m x 2.73 m', 'Bedroom 3': '2.65 m x 2.47 m'}, 'Third level': {'Primary Bedroom': '3.07 m x 5.52 m'}, 'Basement': {'Recreational, Games room': '7.53 m x 5.52 m'}}"
#512 -3018 YONGE ST,"Toronto, Ontario M4N2K4",23825847,C5432316,SingleFamily,649999.00,,Apartment,,1,2,,"Park,PublicTransit,Schools",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,Sauna,ExerciseCentre,RecreationCentre",,,no,,,,yes,33,no,,Toronto,Ontario,no,yes,yes,no,yes,no,no,Single Family,Apartment,Lawrence Park South,Condominium/Strata,"$3,634.20 (CAD)",Underground,5 days,1,1,Balcony,"Storage - Locker, Security/Concierge, Sauna, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Concrete,Outdoor pool,,"Park, Public Transit, Schools",$619.20 (CAD) Monthly,Duka Property Management,1,"{'Flat': {'Living room': '5.8 m x 3.99 m', 'Dining room': '5.8 m x 3.99 m', 'Kitchen': '5.8 m x 3.99 m', 'Bedroom': '3.32 m x 2.75 m', 'Den': '2.35 m x 2.11 m'}}"
#1308 -38 JOE SHUSTER WAY,"Toronto, Ontario M6K0A5",23839391,C5437111,SingleFamily,469000.00,,Apartment,,1,1,,"Hospital,Park,PublicTransit",,,,,,Underground,,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,40,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Niagara,Condominium/Strata,"$1,289.23 (CAD)",Underground,1 day,1,1,Balcony,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",Indoor pool,,"Hospital, Park, Public Transit",$299.88 (CAD) Monthly,Goldview Property Management,,"{'Main level': {'Bedroom': 'Measurements not available', 'Living room': 'Measurements not available', 'Kitchen': 'Measurements not available'}}"
#202 -50 FOREST MANOR RD,"Toronto, Ontario M2J0E3",23833730,C5435176,SingleFamily,699800.00,,Apartment,,2,2,,,,,,,,Underground,,,,,,,,,"Storage-Locker,PartyRoom,Sauna,ExerciseCentre,RecreationCentre",,,no,,,,yes,22,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Henry Farm,Condominium/Strata,"$2,501 (CAD)",Underground,3 days,2,2,Balcony,"Storage - Locker, Party Room, Sauna, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,,$579.40 (CAD) Monthly,Del Property Management,1,"{'Main level': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Primary Bedroom': 'Measurements not available', 'Bedroom 2': 'Measurements not available'}}"
#306 -1888 QUEEN ST E,"Toronto, Ontario M4L1H3",23830331,E5433704,SingleFamily,1272990.00,,Apartment,,2,3,,,,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,14,Video,Matterport,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,The Beaches,Condominium/Strata,$0 (CAD),Underground,4 days,2,2,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Brick,,,,$731.60 (CAD) Monthly,First Service Residential,1,{}
#319 -8 MERCER  ST,"Toronto, Ontario M5V0C4",23828414,C5433212,SingleFamily,679000.00,,Apartment,,1,2,,,,,,,,,,,,,,,,,,,,no,,,,yes,22,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$2,620 (CAD)",,5 days,1,1,Balcony,,Central air conditioning,Forced air (Natural gas),"Brick, Concrete",,,,$338.31 (CAD) Monthly,Dell Property Management,,"{'Main level': {'Kitchen': '3.38 m x 3.62 m', 'Living room': '2.77 m x 3.99 m', 'Den': '2.7 m x 2.28 m', 'Primary Bedroom': '4.23 m x 3.32 m', 'Bathroom': 'Measurements not available'}}"
#1811 -35 FINCH AVE E,"Toronto, Ontario M2N6Z8",23831156,C5434074,SingleFamily,699000.00,,Apartment,,2,3,,"PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre,RecreationCentre",,,no,,,,yes,37,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Willowdale East,Condominium/Strata,"$2,969.52 (CAD)","Underground, Visitor Parking",4 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Concrete,Outdoor pool,,"Public Transit, Schools",$690 (CAD) Monthly,Kindle Management Group,1,"{'Flat': {'Living room': '4 m x 3.2 m', 'Dining room': '3.5 m x 3 m', 'Kitchen': '4.27 m x 2.43 m', 'Primary Bedroom': '4.72 m x 3 m', 'Bedroom 2': '3.35 m x 2.73 m', 'Den': '2.8 m x 2.43 m'}}"
#308 -390 DIXON RD,"Toronto, Ontario M9R1T4",23827180,W5432856,SingleFamily,399900.00,,Apartment,,1,2,,"Park,PublicTransit",,,,,,"Underground,VisitorParking",,,,,,,,,"Sauna,ExerciseCentre",,,no,,,,yes,30,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Kingsview Village-The Westway,Condominium/Strata,$757.66 (CAD),"Underground, Visitor Parking",5 days,2,1,Balcony,"Sauna, Exercise Centre",Window air conditioner,Forced air,Brick,Indoor pool,,"Park, Public Transit",$570.14 (CAD) Monthly,Vista Property Management,1,"{'Flat': {'Living room': '5.61 m x 3.23 m', 'Kitchen': '3.96 m x 2.51 m', 'Dining room': '3.43 m x 3.2 m', 'Primary Bedroom': '3.58 m x 2.74 m', 'Bedroom 2': '3.56 m x 2.39 m', 'Bathroom': '2.46 m x 1.57 m'}}"
#342 -15 MERCHANTS' WHARF,"Toronto, Ontario M5A0N8",23841168,C5437541,SingleFamily,1499000.00,,Apartment,,2,3,,Park,,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,22,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$5,266.93 (CAD)",Underground,1 day,3,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),,Outdoor pool,,Park,$900 (CAD) Monthly,Del Property Management Inc.,2,"{'Main level': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Primary Bedroom': 'Measurements not available', 'Bedroom 2': 'Measurements not available', 'Bedroom 3': 'Measurements not available'}}"
#3501 -50 TOWN CENTRE CRT,"Toronto, Ontario M1P4Y7",23841944,E5437882,SingleFamily,499990.00,,Apartment,,1,2,,,,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,24,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Bendale,Condominium/Strata,"$1,845.26 (CAD)","Underground, Visitor Parking",17 hours,1,1,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,,$414 (CAD) Monthly,Percel Inc. 416-290-1323,1,"{'Main level': {'Kitchen': '2.59 m x 2.18 m', 'Living room': '4.93 m x 3.18 m', 'Dining room': '4.93 m x 3.18 m', 'Bedroom': '3.43 m x 3.1 m', 'Den': '2.29 m x 2.95 m'}}"
#907 -2121 LAKE SHORE BLVD W,"Toronto, Ontario M8V4E9",23831335,W5434115,SingleFamily,749000.00,,Apartment,,2,2,,,,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,ExerciseCentre",,,no,,,,yes,37,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Mimico,Condominium/Strata,"$2,138.55 (CAD)","Underground, Visitor Parking",4 days,1,2,Balcony,"Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,,$747.72 (CAD) Monthly,Duka 416-255-8731,1,"{'Flat': {'Living room': '7.33 m x 3.03 m', 'Dining room': '7.33 m x 3.03 m', 'Kitchen': '3.52 m x 2.89 m', 'Bedroom': '5.21 m x 2.76 m', 'Den': '4.42 m x 2.75 m'}}"
#307 -4062 LAWRENCE AVE E,"Toronto, Ontario M1E4V5",23827018,E5432737,SingleFamily,279000.00,,Apartment,,1,2,,,2,,,,,Underground,,,,,,,,,Storage-Locker,,,no,,,,yes,26,Video,,Toronto,Ontario,no,yes,yes,no,yes,no,no,Single Family,Apartment,West Hill,Condominium/Strata,$760 (CAD),Underground,5 days,2,1,Balcony,Storage - Locker,Central air conditioning,Forced air (Natural gas),Brick,,,,$930 (CAD) Monthly,K?ng Property Management 416-293-8979,1,"{'Main level': {'Living room': '5.05 m x 3.8 m', 'Dining room': '4.9 m x 6.06 m', 'Kitchen': '1.63 m x 4 m'}, 'Second level': {'Primary Bedroom': '5.06 m x 3.01 m', 'Bedroom 2': '2.94 m x 3.58 m', 'Laundry room': 'Measurements not available', 'Bathroom': 'Measurements not available'}}"
#107 -1700 EGLINTON AVE E,"Toronto, Ontario M4A2X4",23831174,C5434135,SingleFamily,478000.00,,Apartment,,1,1,,,,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,21,Video,,Toronto,Ontario,no,no,no,no,yes,no,no,Single Family,Apartment,Victoria Village,Condominium/Strata,"$1,154.81 (CAD)","Underground, Visitor Parking",4 days,1,1,,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",Outdoor pool,,,$547.61 (CAD) Monthly,Crossbridge Condominium Services Ltd.,1,"{'Flat': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Bedroom': 'Measurements not available'}}"
#2602 -5 NORTHTOWN WAY,"Toronto, Ontario M2N7A1",23829212,C5433612,SingleFamily,1499000.00,,Apartment,,3,3,CommunityCentre,"Park,PublicTransit,Schools",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,34,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Willowdale East,Condominium/Strata,"$4,857.55 (CAD)",Underground,4 days,2,3,,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air,Concrete,,Community Centre,"Park, Public Transit, Schools","$1,366.56 (CAD) Monthly",Del Property Management,2,"{'Main level': {'Foyer': '1.77 m x 1.49 m', 'Living room': '4.24 m x 3.63 m', 'Dining room': '5.29 m x 4.8 m', 'Kitchen': '4 m x 3.98 m', 'Primary Bedroom': '8.73 m x 3.03 m', 'Bedroom 2': '3.42 m x 2.78 m', 'Den': '3.09 m x 4.09 m'}}"
#4201 -386 YONGE ST,"Toronto, Ontario M5B0A5",23840435,C5437269,SingleFamily,799000.00,,Apartment,,2,2,,"Hospital,Park,PublicTransit",,,,,,Underground,,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,33,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Bay Street Corridor,Condominium/Strata,"$4,008.25 (CAD)",Underground,1 day,2,2,,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Brick,,,"Hospital, Park, Public Transit",$628.83 (CAD) Monthly,Brookfield Property Management,1,"{'Flat': {'Primary Bedroom': '3.08 m x 3.08 m', 'Bedroom 2': '2.92 m x 2.43 m', 'Living room': '7.28 m x 3.23 m', 'Dining room': '7.28 m x 3.23 m', 'Kitchen': '7.28 m x 3.23 m'}}"
455 E FRONT Street Unit# N611,"Toronto, Ontario M5A1G9",23839773,40186989,SingleFamily,829900.00,,Apartment,,2,2,,"Park,PublicTransit,Schools",1,,,,,"Underground,None",,,,,,742.0000,,,"ExerciseCentre,GuestSuite",Attached,,no,,,,yes,25,no,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,,Condominium,,"Underground, None",1 day,2,2,"Park/reserve, Balcony","Exercise Centre, Guest Suite",Central air conditioning,"Forced air, (Natural gas)",Concrete,,,"Park, Public Transit, Schools",$689.58 (CAD) Monthly,,2,"{'Main level': {'3pc Bathroom': 'Measurements not available', '4pc Bathroom': 'Measurements not available', 'Bedroom': '3.68 m x 2.67 m', 'Primary Bedroom': '3.66 m x 2.95 m', 'Kitchen': '2.97 m x 3.4 m', 'Dining room': '3.4 m x 2.97 m', 'Living room': '3.84 m x 3.4 m'}}"
#2308 -155 YORKVILLE AVE,"Toronto, Ontario M5R1C4",23833677,C5434901,SingleFamily,859900.00,,Apartment,,2,2,,PublicTransit,,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,27,Video,Matterport,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Annex,Condominium/Strata,"$5,631.22 (CAD)",Underground,3 days,2,2,,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,Public Transit,$786.48 (CAD) Monthly,Icc Property Management,,"{'Main level': {'Living room': '5.71 m x 4.82 m', 'Dining room': '5.71 m x 7.81 m', 'Kitchen': '5.72 m x 4.82 m', 'Primary Bedroom': '3.8 m x 3.65 m', 'Bedroom 2': '2.74 m x 2.7 m'}}"
#3312 -10 YORK ST,"Toronto, Ontario M5J2L9",23836109,C5435784,SingleFamily,699000.00,,Apartment,,1,1,,"Hospital,PublicTransit",,,,,,VisitorParking,,,,,,,,,"PartyRoom,Sauna,ExerciseCentre",,,no,,,,yes,23,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$2,963.41 (CAD)",Visitor Parking,2 days,1,1,,"Party Room, Sauna, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,"Hospital, Public Transit",$363 (CAD) Monthly,Del Property Management,,"{'Flat': {'Living room': '3.42 m x 3.05 m', 'Kitchen': '4.02 m x 2.93 m', 'Bedroom': '3.33 m x 2.95 m'}}"
